Date,Tractor Model,Horsepower,Implement Model,Implement Size,Notes,System,Operation (verbatim),MOSES Operation,Speed [km/h],Speed_MIN [km/h],Speed_MAX [km/h],Surf_Disturbance [%],Depth [cm],Depth_MIN [cm],Depth_MAX [cm],TILLAGE_TYPE,TILLAGE_TYPE_Modifier [0-1],STIR,Diesel_use [l/ha],Burial_Coefficient [0-1],Source,Description,Map_Status,STIR_Event,STIR_Missing_Fields,STIR_Inputs_Complete,Year,STIR_Cum_CalendarYear,STIR_Cum_AllYears
2022-11-10,JD 8245R,245.0,Landoll 7530 VT Plus Disc,~26' +,,CT,Vertical Till,Reel disk vertical tiller,9.654,8.045,12.872,40.0,5.08,3.81,6.35,TILLAGE_TYPE_MIXING,0.7,5.46,7.8659,0.1925,USDA_MOSES_2023-02-24,"Like McFarlane Reel Disk machine with single gang of smooth coulters on a shaft, on a slight angle followed by a rolling stalk chopper reel, a spike harrow and a rolling basket.     110110 DTL",OK,5.46,,True,2022,206.30999999999997,2571.9849999999997
2022-11-10,JD 8245R,245.0,Landoll 7530 VT Plus Disc,~26' +,,MT,Vertical Till,Reel disk vertical tiller,9.654,8.045,12.872,40.0,5.08,3.81,6.35,TILLAGE_TYPE_MIXING,0.7,5.46,7.8659,0.1925,USDA_MOSES_2023-02-24,"Like McFarlane Reel Disk machine with single gang of smooth coulters on a shaft, on a slight angle followed by a rolling stalk chopper reel, a spike harrow and a rolling basket.     110110 DTL",OK,5.46,,True,2022,94.77,975.13
2022-11-10,JD 8295R,295.0,Case 165 6 Bottom Plow,,,MT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2022,,
2022-11-10,JD 8245R,245.0,Landoll 7530 VT Plus Disc,~26' +,,ST,Vertical Till,Reel disk vertical tiller,9.654,8.045,12.872,40.0,5.08,3.81,6.35,TILLAGE_TYPE_MIXING,0.7,5.46,7.8659,0.1925,USDA_MOSES_2023-02-24,"Like McFarlane Reel Disk machine with single gang of smooth coulters on a shaft, on a slight angle followed by a rolling stalk chopper reel, a spike harrow and a rolling basket.     110110 DTL",OK,5.46,,True,2022,99.645,969.00375
2022-11-10,JD 8295R,295.0,Case 165 6 Bottom Plow,,,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2022,,
2022-11-11,JD 6155R,155.0,Brillon Mulcher,25',,CT,Cultimulch,"Cultipacker, roller",9.654,4.827,12.872,100.0,3.81,2.54,5.08,TILLAGE_TYPE_COMPRESSION,0.15,2.1937499999999996,5.73748,0.05,USDA_MOSES_2023-02-24,"Based on core Cultipacker Roller finishing tool.  Consists of an inline gang of ridged rollers followed by one or more rows of staggered field cultivator shanks, followed by a second row of ridged rollers. When the gang of sping cultivator teeth are raised out of the ground use operation ""Roller, corregated packer"". 112806 DTL",OK,2.1937499999999996,,True,2022,208.50374999999997,2574.1787499999996
2022-11-11,JD 6155R,155.0,Brillon Mulcher,25',,MT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2022,,
2022-11-11,JD 6155R,155.0,Brillon Mulcher,25',,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2022,,
2023-03-16,JD 6155R,155.0,Brillon Mulcher,15',,CT,Cultimulch,"Cultipacker, roller",9.654,4.827,12.872,100.0,3.81,2.54,5.08,TILLAGE_TYPE_COMPRESSION,0.15,2.1937499999999996,5.73748,0.05,USDA_MOSES_2023-02-24,"Based on core Cultipacker Roller finishing tool.  Consists of an inline gang of ridged rollers followed by one or more rows of staggered field cultivator shanks, followed by a second row of ridged rollers. When the gang of sping cultivator teeth are raised out of the ground use operation ""Roller, corregated packer"". 112806 DTL",OK,2.1937499999999996,,True,2023,2.1937499999999996,2576.3725
2023-03-16,JD 6155R,155.0,Brillon Mulcher,15',,MT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2023,,
2023-03-16,JD 6155R,155.0,Brillon Mulcher,15',,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2023,,
2023-03-20,JD 8295R,295.0,Art's Way 2400 Landplane,24',,CT,Landplane,Land plane,6.436,4.827,12.872,100.0,5.08,2.54,10.16,TILLAGE_TYPE_MIX_INV,0.8,10.4,8.3286,0.4,USDA_MOSES_2023-02-24,Land plane or land leveler. Rev 032006 DTL,OK,10.4,,True,2023,12.59375,2586.7724999999996
2023-03-20,JD 8295R,295.0,Art's Way 2400 Landplane,24',,MT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2023,,
2023-03-20,JD 8295R,295.0,Art's Way 2400 Landplane,24',,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2023,,
2023-04-13,JD 8245R,245.0,Hawkins 6 Row Bedder,6 row,,CT,Condition Seedbeds,Seedbed finisher,6.436,4.827,12.872,100.0,10.16,5.08,15.24,TILLAGE_TYPE_MIX_INV,0.8,20.8,8.3286,0.5,USDA_MOSES_2023-02-24,"Combination Finishing Tool w/ spring teeth & rolling basket. 
10/28/01 DTL Rev 092205 DTL",OK,20.8,,True,2023,33.39375,2607.5724999999998
2023-04-13,JD 6195R,195.0,Brillon Mulcher,25',,CT,Cultimulch,"Cultipacker, roller",9.654,4.827,12.872,100.0,3.81,2.54,5.08,TILLAGE_TYPE_COMPRESSION,0.15,2.1937499999999996,5.73748,0.05,USDA_MOSES_2023-02-24,"Based on core Cultipacker Roller finishing tool.  Consists of an inline gang of ridged rollers followed by one or more rows of staggered field cultivator shanks, followed by a second row of ridged rollers. When the gang of sping cultivator teeth are raised out of the ground use operation ""Roller, corregated packer"". 112806 DTL",OK,2.1937499999999996,,True,2023,35.5875,2609.7662499999997
2023-04-13,JD 6125R,125.0,PV COOP Spreader Cart,,,CT,Fertilizer Application,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2023,38.8375,2613.0162499999997
2023-04-13,JD 8245R,245.0,Hawkins 6 Row Bedder,6 row,,MT,Condition Seedbeds,Seedbed finisher,6.436,4.827,12.872,100.0,10.16,5.08,15.24,TILLAGE_TYPE_MIX_INV,0.8,20.8,8.3286,0.5,USDA_MOSES_2023-02-24,"Combination Finishing Tool w/ spring teeth & rolling basket. 
10/28/01 DTL Rev 092205 DTL",OK,20.8,,True,2023,20.8,995.93
2023-04-13,JD 6125R,125.0,PV COOP Spreader Cart,,,MT,Fertilizer Application,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2023,24.05,999.18
2023-04-13,JD 6195R,195.0,Brillon Mulcher,25',,MT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2023,,
2023-04-13,JD 6195R,195.0,Brillon Mulcher,25',,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2023,,
2023-04-13,JD 6125R,125.0,PV COOP Spreader Cart,,,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2023,,
2023-04-14,JD 6130R,130.0,Schmizer,,,CT,Cultipack,"Cultipacker, roller",9.654,4.827,12.872,100.0,3.81,2.54,5.08,TILLAGE_TYPE_COMPRESSION,0.15,2.1937499999999996,5.73748,0.05,USDA_MOSES_2023-02-24,"Based on core Cultipacker Roller finishing tool.  Consists of an inline gang of ridged rollers followed by one or more rows of staggered field cultivator shanks, followed by a second row of ridged rollers. When the gang of sping cultivator teeth are raised out of the ground use operation ""Roller, corregated packer"". 112806 DTL",OK,2.1937499999999996,,True,2023,41.03125,2615.2099999999996
2023-04-14,JD 8295R,295.0,Kuhn Gladiator Strip Tiller,,,CT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2023,,
2023-04-14,JD 6130R,130.0,Schmizer,,,MT,Cultipack,"Cultipacker, roller",9.654,4.827,12.872,100.0,3.81,2.54,5.08,TILLAGE_TYPE_COMPRESSION,0.15,2.1937499999999996,5.73748,0.05,USDA_MOSES_2023-02-24,"Based on core Cultipacker Roller finishing tool.  Consists of an inline gang of ridged rollers followed by one or more rows of staggered field cultivator shanks, followed by a second row of ridged rollers. When the gang of sping cultivator teeth are raised out of the ground use operation ""Roller, corregated packer"". 112806 DTL",OK,2.1937499999999996,,True,2023,26.24375,1001.37375
2023-04-14,JD 8295R,295.0,Kuhn Gladiator Strip Tiller,,,MT,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2023,,
2023-04-14,JD 8295R,295.0,Kuhn Gladiator Strip Tiller,,,ST,Strip Till + Fertilizer Application,"Fert. applic., strip-till 30 in",8.045,5.6315,10.4585,33.0,12.7,10.16,25.4,TILLAGE_TYPE_LIFT,0.4,5.3625,8.3286,0.165,USDA_MOSES_2023-02-24,Used to mark rows or apply fertilizer for strip till systems.  12-07-01 DTL,OK,5.3625,,True,2023,5.3625,974.36625
2023-04-14,JD 6130R,130.0,Schmizer,,,ST,nan,,,,,,,,,,,,,,,,CHECK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2023,,
2023-05-02,JD 6195R,195.0,JD 7300 6 Row,6 row,,CT,Fertilizer Application,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2023,44.28125,2618.4599999999996
2023-05-02,JD 6195R,195.0,JD 7300 6 Row,6 row,"This is one operation, planting with an optistart addition",CT,Plant Silage Corn,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2023,47.53125,2621.7099999999996
2023-05-02,JD 6195R,195.0,JD 7300 6 Row,6 row,,MT,Fertilizer Application,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2023,29.49375,1004.62375
2023-05-02,JD 6195R,195.0,JD 7300 6 Row,6 row,"This is one operation, planting with an optistart addition",MT,Plant Silage Corn,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2023,32.74375,1007.87375
2023-05-02,JD 6195R,195.0,JD 7300 6 Row,6 row,,ST,Fertilizer Application,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2023,8.6125,977.61625
2023-05-02,JD 6195R,195.0,JD 7300 6 Row,6 row,"This is one operation, planting with an optistart addition",ST,Plant Silage Corn,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2023,11.8625,980.86625
2023-05-31,,,,,,CT,Pesticide Application,,,,,,,,,,,,,,,,OK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2023,,
2023-05-31,,,,,,MT,Pesticide Application,,,,,,,,,,,,,,,,OK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2023,,
2023-05-31,,,,,,ST,Pesticide Application,,,,,,,,,,,,,,,,OK,,"Speed [km/h],Depth [cm],Surf_Disturbance [%],TILLAGE_TYPE_Modifier [0-1]",False,2023,,
2023-06-26,JD 8245R,245.0,Yetter 12 row liquid applicator ,12 row,"This is labelled pre-plant, but obviously comes quite a bit later. I think we're also putting this on a cultivator",CT,Fertilizer Application,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2023,50.78125,2624.9599999999996
2023-06-26,JD 8245R,245.0,Yetter 12 row liquid applicator ,12 row,"This is labelled pre-plant, but obviously comes quite a bit later. I think we're also putting this on a cultivator",MT,Fertilizer Application,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2023,35.99375,1011.12375
2023-06-26,JD 8245R,245.0,Yetter 12 row liquid applicator ,12 row,"This is labelled pre-plant, but obviously comes quite a bit later. I think we're also putting this on a cultivator",ST,Fertilizer Application,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2023,15.1125,984.11625
2023-06-28,JD 6155R,155.0,Hiniker 6 row cultivator,6 row,,CT,Cultivate,"Cultivator, row 1 in ridge",8.045,3.218,8.8495,75.0,7.62,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,14.625,5.73748,0.57,USDA_MOSES_2023-02-24,"Row crop cultivator w/ sweeps leaving a 1"" ridge 05-14-02 DTL",OK,14.625,,True,2023,65.40625,2639.5849999999996
2023-06-28,JD 6125R,125.0,Red Piper Ditcher 6 Row,6 row,,CT,Pipe Ditch,"Furrow shaper, torpedo",8.045,5.6315,10.4585,60.0,7.62,5.08,10.16,TILLAGE_TYPE_COMPRESSION,0.15,2.19375,3.2389,0.3,USDA_MOSES_2023-02-24,Furrow shaping operation on existing beds.  Torpedo shaped device used to shape the furrows for furrow irrigation.  11/17/01 DTL,OK,2.19375,,True,2023,67.6,2641.77875
2023-06-28,JD 6155R,155.0,Hiniker 6 row cultivator,6 row,,MT,Cultivate,"Cultivator, row 1 in ridge",8.045,3.218,8.8495,75.0,7.62,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,14.625,5.73748,0.57,USDA_MOSES_2023-02-24,"Row crop cultivator w/ sweeps leaving a 1"" ridge 05-14-02 DTL",OK,14.625,,True,2023,50.61875,1025.74875
2023-06-28,JD 6125R,125.0,Red Piper Ditcher 6 Row,6 row,,MT,Pipe Ditch,"Furrow shaper, torpedo",8.045,5.6315,10.4585,60.0,7.62,5.08,10.16,TILLAGE_TYPE_COMPRESSION,0.15,2.19375,3.2389,0.3,USDA_MOSES_2023-02-24,Furrow shaping operation on existing beds.  Torpedo shaped device used to shape the furrows for furrow irrigation.  11/17/01 DTL,OK,2.19375,,True,2023,52.8125,1027.9424999999999
2023-06-28,JD 6155R,155.0,Hiniker 6 row cultivator,6 row,,ST,Cultivate,"Cultivator, row 1 in ridge",8.045,3.218,8.8495,75.0,7.62,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,14.625,5.73748,0.57,USDA_MOSES_2023-02-24,"Row crop cultivator w/ sweeps leaving a 1"" ridge 05-14-02 DTL",OK,14.625,,True,2023,29.7375,998.74125
2023-06-28,JD 6125R,125.0,Red Piper Ditcher 6 Row,6 row,,ST,Pipe Ditch,"Furrow shaper, torpedo",8.045,5.6315,10.4585,60.0,7.62,5.08,10.16,TILLAGE_TYPE_COMPRESSION,0.15,2.19375,3.2389,0.3,USDA_MOSES_2023-02-24,Furrow shaping operation on existing beds.  Torpedo shaped device used to shape the furrows for furrow irrigation.  11/17/01 DTL,OK,2.19375,,True,2023,31.931250000000002,1000.935
2023-09-08,Custom Silage Harvester,,,,,CT,Harvest Silage Corn,"Harvest, knife, windrow, combine",8.045,5.6315,10.4585,100.0,5.08,5.08,7.62,TILLAGE_TYPE_LIFT,0.4,6.5,31.4636,0.25,USDA_MOSES_2023-02-24,"2/95 DDB MN & ND Knife or undercut field beans.   Bean stems and some roots placed  in a windrow for harvest.  This operation undercuts the plant and lifts, and windrows the plants. Also includes the harvest which occurs a few days later and spreads the residue back on the disturbed surface.  Rev 043008 DTL  Revised energy  use rev 071711 ggf",OK,6.5,,True,2023,74.1,2648.27875
2023-09-08,Custom Silage Harvester,,,,,MT,Harvest Silage Corn,"Harvest, knife, windrow, combine",8.045,5.6315,10.4585,100.0,5.08,5.08,7.62,TILLAGE_TYPE_LIFT,0.4,6.5,31.4636,0.25,USDA_MOSES_2023-02-24,"2/95 DDB MN & ND Knife or undercut field beans.   Bean stems and some roots placed  in a windrow for harvest.  This operation undercuts the plant and lifts, and windrows the plants. Also includes the harvest which occurs a few days later and spreads the residue back on the disturbed surface.  Rev 043008 DTL  Revised energy  use rev 071711 ggf",OK,6.5,,True,2023,59.3125,1034.4424999999999
2023-09-08,Custom Silage Harvester,,,,,ST,Harvest Silage Corn,"Harvest, knife, windrow, combine",8.045,5.6315,10.4585,100.0,5.08,5.08,7.62,TILLAGE_TYPE_LIFT,0.4,6.5,31.4636,0.25,USDA_MOSES_2023-02-24,"2/95 DDB MN & ND Knife or undercut field beans.   Bean stems and some roots placed  in a windrow for harvest.  This operation undercuts the plant and lifts, and windrows the plants. Also includes the harvest which occurs a few days later and spreads the residue back on the disturbed surface.  Rev 043008 DTL  Revised energy  use rev 071711 ggf",OK,6.5,,True,2023,38.43125,1007.435
2023-09-12,JD 6125R,125.0,PV COOP Spreader Cart,,,CT,Fertilizer Application,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2023,77.35,2651.52875
2023-09-12,JD 8295R,295.0,Landoll 7530 VT Plus Disc,~ 26' +,,CT,Vertical Till,Reel disk vertical tiller,9.654,8.045,12.872,40.0,5.08,3.81,6.35,TILLAGE_TYPE_MIXING,0.7,5.46,7.8659,0.1925,USDA_MOSES_2023-02-24,"Like McFarlane Reel Disk machine with single gang of smooth coulters on a shaft, on a slight angle followed by a rolling stalk chopper reel, a spike harrow and a rolling basket.     110110 DTL",OK,5.46,,True,2023,82.81,2656.98875
2023-09-12,JD 6125R,125.0,PV COOP Spreader Cart,,,MT,Fertilizer Application,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2023,62.5625,1037.6924999999999
2023-09-12,JD 8295R,295.0,Landoll 7530 VT Plus Disc,~ 26' +,,MT,Vertical Till,Reel disk vertical tiller,9.654,8.045,12.872,40.0,5.08,3.81,6.35,TILLAGE_TYPE_MIXING,0.7,5.46,7.8659,0.1925,USDA_MOSES_2023-02-24,"Like McFarlane Reel Disk machine with single gang of smooth coulters on a shaft, on a slight angle followed by a rolling stalk chopper reel, a spike harrow and a rolling basket.     110110 DTL",OK,5.46,,True,2023,68.0225,1043.1525
2023-09-12,JD 6125R,125.0,PV COOP Spreader Cart,,,ST,Fertilizer Application,"Planter, double disk opnr w/fluted coulter with starter fertilizer",8.045,5.6315,10.4585,20.0,6.35,5.08,10.16,TILLAGE_TYPE_MIX_INV,0.8,3.25,6.0151,0.0525,USDA_MOSES_2023-02-24,"REVISED102403 DTL revised planter, double disk opnr w/fluted coulter to add starter fertilizer operation. rev 083011 LOS, deleted kill process 11/16/2012 DTL",OK,3.25,,True,2023,41.68125,1010.685
2023-09-12,JD 8295R,295.0,Landoll 7530 VT Plus Disc,~ 26' +,,ST,Vertical Till,Reel disk vertical tiller,9.654,8.045,12.872,40.0,5.08,3.81,6.35,TILLAGE_TYPE_MIXING,0.7,5.46,7.8659,0.1925,USDA_MOSES_2023-02-24,"Like McFarlane Reel Disk machine with single gang of smooth coulters on a shaft, on a slight angle followed by a rolling stalk chopper reel, a spike harrow and a rolling basket.     110110 DTL",OK,5.46,,True,2023,47.14125,1016.145
2023-09-13,JD 8245R,245.0,Hawkins 6 Row Bedder,6 row,,CT,Condition Seedbeds,Seedbed finisher,6.436,4.827,12.872,100.0,10.16,5.08,15.24,TILLAGE_TYPE_MIX_INV,0.8,20.8,8.3286,0.5,USDA_MOSES_2023-02-24,"Combination Finishing Tool w/ spring teeth & rolling basket. 
10/28/01 DTL Rev 092205 DTL",OK,20.8,,True,2023,103.61,2677.7887499999997
2023-09-13,JD 6125 R,125.0,Schmizer,,,CT,Cultipack,"Cultipacker, roller",9.654,4.827,12.872,100.0,3.81,2.54,5.08,TILLAGE_TYPE_COMPRESSION,0.15,2.1937499999999996,5.73748,0.05,USDA_MOSES_2023-02-24,"Based on core Cultipacker Roller finishing tool.  Consists of an inline gang of ridged rollers followed by one or more rows of staggered field cultivator shanks, followed by a second row of ridged rollers. When the gang of sping cultivator teeth are raised out of the ground use operation ""Roller, corregated packer"". 112806 DTL",OK,2.1937499999999996,,True,2023,105.80375,2679.9824999999996
2023-09-13,,,Air Seeder APV 20',,Custom this out,CT,Plant Hard Red Winter Wheat,"Drill or airseeder, double disk",8.045,5.6315,10.4585,65.0,3.81,2.54,5.08,TILLAGE_TYPE_MIX_INV,0.8,6.3375,3.33144,0.2275,USDA_MOSES_2023-02-24,"Drill or air seeder with double disk openers on 7 to 10 inch spacings.  Rev102403 DTL  Added 40 lbs. start storage biomass default for new veg.  022212 DTL, deleted kill process 11/16/2012 DTL",OK,6.3375,,True,2023,112.14125,2686.3199999999997
2023-09-13,JD 8245R,245.0,Hawkins 6 Row Bedder,6 row,,MT,Condition Seedbeds,Seedbed finisher,6.436,4.827,12.872,100.0,10.16,5.08,15.24,TILLAGE_TYPE_MIX_INV,0.8,20.8,8.3286,0.5,USDA_MOSES_2023-02-24,"Combination Finishing Tool w/ spring teeth & rolling basket. 
10/28/01 DTL Rev 092205 DTL",OK,20.8,,True,2023,88.8225,1063.9524999999999
2023-09-13,JD 6125 R,125.0,Schmizer,,,MT,Cultipack,"Cultipacker, roller",9.654,4.827,12.872,100.0,3.81,2.54,5.08,TILLAGE_TYPE_COMPRESSION,0.15,2.1937499999999996,5.73748,0.05,USDA_MOSES_2023-02-24,"Based on core Cultipacker Roller finishing tool.  Consists of an inline gang of ridged rollers followed by one or more rows of staggered field cultivator shanks, followed by a second row of ridged rollers. When the gang of sping cultivator teeth are raised out of the ground use operation ""Roller, corregated packer"". 112806 DTL",OK,2.1937499999999996,,True,2023,91.01625,1066.14625
2023-09-13,,,Air Seeder APV 20',,Custom this out,MT,Plant Hard Red Winter Wheat,"Drill or airseeder, double disk",8.045,5.6315,10.4585,65.0,3.81,2.54,5.08,TILLAGE_TYPE_MIX_INV,0.8,6.3375,3.33144,0.2275,USDA_MOSES_2023-02-24,"Drill or air seeder with double disk openers on 7 to 10 inch spacings.  Rev102403 DTL  Added 40 lbs. start storage biomass default for new veg.  022212 DTL, deleted kill process 11/16/2012 DTL",OK,6.3375,,True,2023,97.35375,1072.4837499999999
2023-09-13,JD 8245R,245.0,Hawkins 6 Row Bedder,6 row,,ST,Condition Seedbeds,Seedbed finisher,6.436,4.827,12.872,100.0,10.16,5.08,15.24,TILLAGE_TYPE_MIX_INV,0.8,20.8,8.3286,0.5,USDA_MOSES_2023-02-24,"Combination Finishing Tool w/ spring teeth & rolling basket. 
10/28/01 DTL Rev 092205 DTL",OK,20.8,,True,2023,67.94125,1036.945
2023-09-13,JD 6125 R,125.0,Schmizer,,,ST,Cultipack,"Cultipacker, roller",9.654,4.827,12.872,100.0,3.81,2.54,5.08,TILLAGE_TYPE_COMPRESSION,0.15,2.1937499999999996,5.73748,0.05,USDA_MOSES_2023-02-24,"Based on core Cultipacker Roller finishing tool.  Consists of an inline gang of ridged rollers followed by one or more rows of staggered field cultivator shanks, followed by a second row of ridged rollers. When the gang of sping cultivator teeth are raised out of the ground use operation ""Roller, corregated packer"". 112806 DTL",OK,2.1937499999999996,,True,2023,70.135,1039.13875
